text_prompt
"1. Audio: This audio has music. Music description: ""Core Instruments: Electric Guitar, Rhythm & Groove: danceable, Tempo: Mid-tempo, Genre: Power Pop, Ambiance & Emotion: Energetic, Functional Scenes: Café background music"" ; Natural language description: Mid-tempo power pop featuring electric guitar with danceable and a energetic vibe for café background music."
"11.A man says: <S>Hello<E> Audio:  This audio has music. Music description: ""Core Instruments: Synthesizer, Rhythm & Groove: Repetitive loops, Tempo: Up-tempo, Genre: EDM, Ambiance & Emotion: Cheerful, Functional Scenes: Sports highlights"" ; Natural language description: Up-tempo edm featuring synthesizer with repetitive loops and a cheerful vibe for sports highlights."
"13.Audio:  This audio has music. Music description: ""Core Instruments: Drum Kit, Rhythm & Groove: complex polyrhythms, Tempo: Presto, Genre: Orchestral, Ambiance & Emotion: Heroic, Functional Scenes: Live performances"" ; Natural language description: Presto orchestral featuring drum kit with complex polyrhythms and a heroic vibe for live performances."
"17.Audio:  This audio has music. Music description: ""Core Instruments: Electric Bass, Rhythm & Groove: smooth and steady, Tempo: Slow-tempo, Genre: R&B, Ambiance & Emotion: Stirring, Functional Scenes: Café background music"" ; Natural language description: Slow-tempo r&b featuring electric bass with smooth and steady and a stirring vibe for café background music."
"18.Audio:  This audio has music. Music description: ""Core Instruments: Spacey Sound Effects, Rhythm & Groove: Repetitive loops, Tempo: Up-tempo, Genre: 80s Electronic, Ambiance & Emotion: Bright, Functional Scenes: Festival transitions"" ; Natural language description: Up-tempo 80s electronic featuring spacey sound effects with repetitive loops and a bright vibe for festival transitions."
"22.Audio:  This audio has music. Music description: ""Core Instruments: Electric Bass, Rhythm & Groove: strong groove, Tempo: Mid-tempo, Genre: EDM, Ambiance & Emotion: Cheerful, Functional Scenes: Festival transitions"" ; Natural language description: Mid-tempo edm featuring electric bass with strong groove and a cheerful vibe for festival transitions."
"23.Audio: This audio has music. Music description: ""Core Instruments: Wind Section, Rhythm & Groove: dynamic syncopation, Tempo: Slow-tempo, Genre: R&B, Ambiance & Emotion: Romantic, Functional Scenes: Movie chase/romance scenes"" ; Natural language description: Slow-tempo r&b featuring wind section with dynamic syncopation and a romantic vibe for movie chase/romance scenes."
"24.Audio:  This audio has music. Music description: ""Core Instruments: Spacey Sound Effects, Rhythm & Groove: strong groove, Tempo: Mid-tempo, Genre: EDM, Ambiance & Emotion: Bright, Functional Scenes: Sports highlights"" ; Natural language description: Mid-tempo edm featuring spacey sound effects with strong groove and a bright vibe for sports highlights."
"26.Audio:  This audio has music. Music description: ""Core Instruments: String Section, Rhythm & Groove: Repetitive loops, Tempo: Presto, Genre: Game Soundtrack, Ambiance & Emotion: Adventurous, Functional Scenes: Game combat/exploration"" ; Natural language description: Presto game soundtrack featuring string section with repetitive loops and a adventurous vibe for game combat/exploration."
"31.Audio:  This audio has music. Music description: ""Core Instruments: Snare Drum, Rhythm & Groove: sudden stops and fills, Tempo: Up-tempo, Genre: Rock, Ambiance & Emotion: Heroic, Functional Scenes: Live performances"" ; Natural language description: Up-tempo rock featuring snare drum with sudden stops and fills and a heroic vibe for live performances."
"32.Audio:  This audio has music. Music description: ""Core Instruments: Drum Kit, Rhythm & Groove: complex polyrhythms, Tempo: Andante, Genre: Smooth Jazz, Ambiance & Emotion: Relaxing, Functional Scenes: Movie chase/romance scenes"" ; Natural language description: Andante smooth jazz featuring drum kit with complex polyrhythms and a relaxing vibe for movie chase/romance scenes."
"34.Audio:  This audio has music. Music description: ""Core Instruments: Brass, Rhythm & Groove: danceable, Tempo: Up-tempo, Genre: Funk, Ambiance & Emotion: Energetic, Functional Scenes: Sports highlights"" ; Natural language description: Up-tempo funk featuring brass with danceable and a energetic vibe for sports highlights."
"37.Audio:  This audio has music. Music description: ""Core Instruments: Violin, Rhythm & Groove: smooth and steady, Tempo: Andante, Genre: Orchestral, Ambiance & Emotion: Epic, Functional Scenes: Game combat/exploration"" ; Natural language description: Andante orchestral featuring violin with smooth and steady and a epic vibe for game combat/exploration."
"40.Audio:  This audio has music. Music description: ""Core Instruments: Synthesizer, Rhythm & Groove: danceable, Tempo: Mid-tempo, Genre: EDM, Ambiance & Emotion: Energetic, Functional Scenes: Live performances"" ; Natural language description: Mid-tempo edm featuring synthesizer with danceable and a energetic vibe for live performances."
